AIRPORT_CODE,AIRPORT_NAME,CITY_NAME,COUNTRY_NAME
MVD,Carrasco General Cesáreo L. Berisso International Airport,"Montevideo, Uruguay",Uruguay
MVL,Morrisville-Stowe State Airport,"Morrisville, VT",United States
MVW,Skagit Regional Airport,"Burlington/Mount Vernon, WA",United States
MVY,Martha's Vineyard Airport,"Martha's Vineyard, MA",United States
MWA,Veterans Airport of Southern Illinois,"Marion/Herrin, IL",United States
MWH,Grant County International Airport,"Moses Lake, WA",United States
MWL,Mineral Wells Regional Airport,"Mineral Wells, TX",United States
MXL,General Rodolfo Sánchez Taboada International Airport,"Mexicali, Mexico",Mexico
MXP,Milan Malpensa International Airport,"Milan, Italy",Italy
MXY,Mc Carthy Airport,"McCarthy, AK",United States
MYF,Montgomery-Gibbs Executive Airport,"San Diego, CA",United States
MYJ,Matsuyama Airport,"Matsuyama, Japan",Japan
MYK,May Creek Airport,"May Creek, AK",United States
MYR,Myrtle Beach International Airport,"Myrtle Beach, SC",United States
MYT,Myitkyina Airport,"Myitkyina, Burma",Burma
MYU,Mekoryuk Airport,"Mekoryuk, AK",United States
MZJ,Pinal Airpark,"Marana, AZ",United States
MZO,Sierra Maestra International Airport,"Manzanillo, Cuba",Cuba
MZT,General Rafael Buelna International Airport,"Mazatlan, Mexico",Mexico
N1Y,Canandaigua Airport,"Canandaigua, NY",United States
N7Y,Sbnynb,"North Haven, NY",United States
NAN,Nadi International Airport,"Nadi, Fiji",Fiji
NAP,Naples International Airport,"Naples, Italy",Italy
NAS,Lynden Pindling International Airport,"Nassau, The Bahamas",The Bahamas
NAT,Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport,"Natal, Brazil",Brazil
NBO,Jomo Kenyatta International Airport,"Nairobi, Kenya",Kenya
NBW,Leeward Point Field,"Guantanamo, Cuba",Cuba
NC1,Gastonia Municipal,"Gastonia, NC",United States
NCE,Nice-Côte d'Azur Airport,"Nice, France",France
NCL,Newcastle International Airport,"Newcastle, United Kingdom",United Kingdom
NCN,Chenega Bay Airport,"Chenega, AK",United States
NEV,Vance W. Amory International Airport,"Nevis, Saint Kitts and Nevis",Saint Kitts and Nevis
NEW,Lakefront Airport,"New Orleans, LA",United States
NGD,Captain Auguste George Airport,"Anegada, British Virgin Islands",British Virgin Islands
NGO,Chubu Centrair International Airport,"Nagoya, Japan",Japan
NGS,Nagasaki Airport,"Nagasaki, Japan",Japan
NGU,Norfolk Naval Station (Chambers Field),"Norfolk, VA",United States
NIB,Nikolai Airport,"Nikolai, AK",United States
NIN,Ninilchik Airport,"Ninilchik, AK",United States
NJ1,Pine Valley,"Berlin, NJ",United States
NKG,Nanjing Lukou International Airport,"Nanjing, China",China
NKI,Naukati Bay Seaplane Base,"Naukiti, AK",United States
NKX,Miramar Marine Corps Air Station - Mitscher Field,"San Diego, CA",United States
NLD,Quetzalcóatl International Airport,"Nuevo Laredo, Mexico",Mexico
NLG,Nelson Lagoon Airport,"Nelson Lagoon, AK",United States
NLU,Felipe Ángeles International Airport,"Mexico City, Mexico",Mexico
NME,Nightmute Airport,"Nightmute, AK",United States
NNK,Naknek Airport,"Naknek, AK",United States
NNL,Nondalton Airport,"Nondalton, AK",United States
NOU,La Tontouta International Airport,"Noumea, New Caledonia",New Caledonia
NPA,Naval Air Station Pensacola Forrest Sherman Field,"Pensacola, FL",United States
NPT,Newport State Airport,"Newport, RI",United States
NQA,Millington-Memphis Airport,"Millington, TN",United States
NRT,Narita International Airport,"Tokyo, Japan",Japan
NSB,Bimini North Seaplane Base,"Bimini, The Bahamas",The Bahamas
NTE,Nantes Atlantique Airport,"Nantes, France",France
NUE,Nuremberg Airport,"Nuremberg, Germany",Germany
NUI,Nuiqsut Airport,"Nuiqsut, AK",United States
NUL,Nulato Airport,"Nulato, AK",United States
NUP,Nunapitchuk Airport,"Nunapitchuk, AK",United States
NUQ,Moffett Federal Airfield,"Mountain View, CA",United States
NWI,Norwich Airport,"Norwich, United Kingdom",United Kingdom
NY2,Oswego County,"Fulton, NY",United States
NYC,New York City Metropolitan Area,"New York, NY",United States
NYL,Yuma MCAS/Yuma International,"Yuma, AZ",United States
NYS,New York Skyports Inc Seaplane Base,"New York, NY",United States
NZC,Maria Reiche Neuman Airport,"Jacksonville, FL",United States
NZY,North Island Naval Air Station-Halsey Field,"San Diego, CA",United States
OAJ,Albert J Ellis Airport,"Jacksonville/Camp Lejeune, NC",United States
OAK,Oakland San Francisco Bay Airport,"Oakland, CA",United States
OAX,Xoxocotlán International Airport,"Oaxaca, Mexico",Mexico
OBU,Kobuk Airport,"Kobuk, AK",United States
OCF,Ocala International Airport - Jim Taylor Field,"Ocala, FL",United States
OCJ,Ian Fleming International Airport,"Ocho Rios, Jamaica",Jamaica
OFU,Ofu Airport,"Ofu, TT",United States
OGD,Ogden Hinckley Airport,"Ogden, UT",United States
OGG,Kahului International Airport,"Kahului, HI",United States
OGS,Ogdensburg International Airport,"Ogdensburg, NY",United States
OHC,Northeast Cape AFS,"Northeast Cape, AK",United States
OJC,Johnson County Executive Airport,"Olathe, KS",United States
OKA,Naha International Airport,"Okinawa, Japan",Japan
OKC,OKC Will Rogers World Airport,"Oklahoma City, OK",United States
OKJ,Okayama Momotaro Airport,"Okayama, Japan",Japan
OKK,Kokomo Municipal Airport,"Kokomo/Logansport/Peru, IN",United States
OKO,Yokota Air Base,"Tokyo, Japan",Japan
OLF,L M Clayton Airport,"Wolf Point, MT",United States
OLH,Old Harbor Airport,"Old Harbor, AK",United States
OLV,Olive Branch Airport,"Olive Branch, MS",United States
OMA,Eppley Airfield,"Omaha, NE",United States
OME,Nome Airport,"Nome, AK",United States
ONN,Onion Bay Airport,"Onion Bay, AK",United States
ONP,Newport Municipal Airport,"Newport, OR",United States
ONT,Ontario International Airport,"Ontario, CA",United States
OOK,Toksook Bay Airport,"Toksook, AK",United States
OOL,Gold Coast Airport,"Gold Coast, Australia",Australia
OPF,Miami-Opa Locka Executive Airport,"Miami, FL",United States
OPH,Ophir Airport,"Ophir, AK",United States
OPO,Francisco de Sá Carneiro Airport,"Porto, Portugal",Portugal
OQB,Bible Camp Airport,"Bible Camp, AK",United States
OQC,Cinder River Lodge Airport,"Cinder River Lodge, AK",United States
OQI,Vrems Airport,"Vrems, AK",United States
OQP,Pumice Airport,"Pumice, AK",United States
OQS,Sandy Airport,"Sandy, AK",United States
OQZ,American Creek Airport,"American Creek, AK",United States
OR4,Bend Municipal,"Bend, OR",United States
ORD,Chicago O'Hare International Airport,"Chicago, IL",United States
ORF,Norfolk International Airport,"Norfolk, VA",United States
ORH,Worcester Regional Airport,"Worcester, MA",United States
ORI,Port Lions Airport,"Port Lions, AK",United States
ORK,Cork International Airport,"Cork, Ireland",Ireland
ORL,Orlando Executive Airport,"Orlando, FL",United States
ORT,Northway Airport,"Northway, AK",United States
ORV,Robert (Bob) Curtis Memorial Airport,"Noorvik, AK",United States
ORY,Paris-Orly Airport,"Paris, France",France
OSA,Osaka Metropolitan Area,"Osaka, Japan",Japan
OSL,Oslo-Gardermoen International Airport,"Oslo, Norway",Norway
OST,Ostend-Bruges International Airport,"Ostend, Belgium",Belgium
OSU,The Ohio State University Airport - Don Scott Field,"Columbus, OH",United States
OTH,Southwest Oregon Regional Airport,"North Bend/Coos Bay, OR",United States
OTS,Anacortes Airport,"Anacortes, WA",United States
OTZ,Ralph Wien Memorial Airport,"Kotzebue, AK",United States
OVD,Asturias Airport,"Asturias, Spain",Spain
OWB,Owensboro Daviess County Airport,"Owensboro, KY",United States
OWD,Norwood Memorial Airport,"Norwood, MA",United States
OXC,Waterbury Oxford Airport,"Waterbury, CT",United States
OXR,Oxnard Airport,"Oxnard/Ventura, CA",United States
PAE,Seattle Paine Field International Airport,"Everett, WA",United States
PAH,Barkley Regional Airport,"Paducah, KY",United States
PAP,Toussaint Louverture International Airport,"Port-au-Prince, Haiti",Haiti
PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport","Palmer, AK",United States
PBC,Hermanos Serdán International Airport,"Puebla, Mexico",Mexico
PBG,Plattsburgh International Airport,"Plattsburgh, NY",United States
PBI,President Donald J. Trump International Airport,"West Palm Beach/Palm Beach, FL",United States
PBK,Pack Creek Airport,"Pack Creek, AK",United States
PBM,Johan Adolf Pengel International Airport,"Zanderij, Suriname",Suriname
PCA,Portage Creek Airport,"Portage Creek, AK",United States
PCE,Painter Creek Airport,"Painter Creek, AK",United States
PCT,Princeton Airport,"Princeton, NJ",United States
PDB,Pedro Bay Airport,"Pedro Bay, AK",United States
PDK,DeKalb Peachtree Airport,"Atlanta, GA",United States
PDL,João Paulo II Airport,"Ponta Delgada, Portugal",Portugal
PDT,Eastern Oregon Regional Airport at Pendleton,"Pendleton, OR",United States
PDX,Portland International Airport,"Portland, OR",United States
PEC,Pelican Seaplane Base,"Pelican, AK",United States
PEI,Matecaña International Airport,"Pereira, Colombia",Colombia
PEK,Beijing Capital International Airport,"Beijing, China",China
PFN,Bay County,"Panama City, FL",United States
PGA,Page Municipal Airport,"Page, AZ",United States
PGD,Punta Gorda Airport,"Punta Gorda, FL",United States
PGM,Port Graham Airport,"Port Graham, AK",United States
PGV,Pitt-Greenville Airport,"Greenville, NC",United States
PHF,Newport News Williamsburg International Airport,"Newport News/Williamsburg, VA",United States
PHL,Philadelphia International Airport,"Philadelphia, PA",United States
PHO,Point Hope Airport,"Point Hope, AK",United States
PHX,Phoenix Sky Harbor International Airport,"Phoenix, AZ",United States
PIA,General Wayne A. Downing Peoria International Airport,"Peoria, IL",United States
PIB,Hattiesburg Laurel Regional Airport,"Hattiesburg/Laurel, MS",United States
PIE,St. Petersburg Clearwater International Airport,"St. Petersburg, FL",United States
PIH,Pocatello Regional Airport,"Pocatello, ID",United States
PIK,Glasgow Prestwick Airport,"Glasgow/Prestwick, United Kingdom",United Kingdom
PIO,Captain Renán Elías Olivera International Airport,"Pisco, Peru",Peru
PIP,Pilot Point Airport,"Pilot Point, AK",United States
PIR,Pierre Regional Airport,"Pierre, SD",United States
PIT,Pittsburgh International Airport,"Pittsburgh, PA",United States
PIZ,Point Lay LRRS Airport,"Point Lay, AK",United States
PKA,Napaskiak Airport,"Napaskiak, AK",United States
PKB,Mid Ohio Valley Regional Airport,"Parkersburg, WV",United States
PKC,Yelizovo Airport,"Petropavlovsk-Kamchatsky, Russia",Russia
PLN,Pellston Regional Airport of Emmet County Airport,"Pellston, MI",United States
PLS,Providenciales International Airport,"Providenciales, Turks and Caicos Islands",Turks and Caicos Islands
PMC,El Tepual International Airport,"Puerto Montt, Chile",Chile
PMI,Palma de Mallorca Airport,"Palma Mallorca, Spain",Spain
PML,Port Moller Airport,"Port Moller, AK",United States
PMO,Falcone–Borsellino Airport,"Palermo, Italy",Italy
PMW,Brigadeiro Lysias Rodrigues Airport,"Palmas, Brazil",Brazil
PNE,Northeast Philadelphia Airport,"Philadelphia, PA",United States
PNI,Pohnpei International Airport,"Pohnpei, Federated States of Micronesia",Federated States of Micronesia
PNS,Pensacola International Airport,"Pensacola, FL",United States
PNX,North Texas Regional Airport Perrin Field,"Sherman-Denison, TX",United States
POA,Porto Alegre-Salgado Filho International Airport,"Porto Alegre, Brazil",Brazil
POB,Pope Field,"Fayetteville, NC",United States
POP,Gregorio Luperon International Airport,"Puerto Plata, Dominican Republic",Dominican Republic
POS,Piarco International Airport,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago
PPC,Prospect Creek Airport,"Prospect Creek, AK",United States
PPE,Mar de Cortés International Airport,"Puerto Penasco, Mexico",Mexico
PPG,Pago Pago International Airport,"Pago Pago, TT",United States
PPT,Fa'a'ā International Airport,"Papeete, French Polynesia",French Polynesia
PPV,Port Protection Seaplane Base,"Port Protection, AK",United States
PQI,Presque Isle International Airport,"Presque Isle/Houlton, ME",United States
PQS,Pilot Station Airport,"Pilot Station, AK",United States
PRC,Prescott Regional Airport - Ernest A. Love Field,"Prescott, AZ",United States
PRG,Václav Havel Airport Prague,"Prague, Czech Republic",Czech Republic
PSA,Pisa International Airport,"Pisa, Italy",Italy
PSC,Tri Cities Airport,"Pasco/Kennewick/Richland, WA",United States
PSE,Mercedita International Airport,"Ponce, PR",United States
PSF,Pittsfield Municipal Airport,"Pittsfield, MA",United States
PSG,Petersburg James A Johnson Airport,"Petersburg, AK",United States
PSM,Portsmouth International Airport at Pease,"Portsmouth, NH",United States
PSP,Palm Springs International Airport,"Palm Springs, CA",United States
PTA,Port Alsworth Airport,"Port Alsworth, AK",United States
PTD,Port Alexander Seaplane Base,"Port Alexander, AK",United States
PTH,Port Heiden Airport,"Port Heiden, AK",United States
PTK,Oakland County International Airport,"Pontiac, MI",United States
PTL,Walter Braedt Segú Airport,"Port Armstrong, AK",United States
PTP,Maryse Condé International Airport,"Pointe A Pitre, Guadeloupe",Guadeloupe
PTU,Platinum Airport,"Platinum, AK",United States
PTV,Porterville Municipal Airport,"Porterville, CA",United States
PTY,Tocumen International Airport,"Panama City, Panama",Panama
PUB,Pueblo Memorial Airport,"Pueblo, CO",United States
PUC,Carbon County Regional Airport / Buck Davis Field,"Price, UT",United States
PUF,Pau Pyrénées Airport,"Pau, France",France
PUJ,Punta Cana International Airport,"Punta Cana, Dominican Republic",Dominican Republic
PUL,Port of Poulsbo Marina Moorage Seaplane Base,"Poulsbo, WA",United States
PUS,Gimhae International Airport,"Busan, South Korea",South Korea
PUW,Pullman-Moscow Regional Airport,"Pullman, WA",United States
PVC,Provincetown Municipal Airport,"Provincetown, MA",United States
PVD,Rhode Island T. F. Green International Airport,"Providence, RI",United States
PVG,Shanghai Pudong International Airport,"Shanghai, China",China
PVR,Puerto Vallarta International Airport,"Puerto Vallarta, Mexico",Mexico
PVS,Provideniya Bay Airport,"Provideniya, Russia",Russia
PVU,Provo Municipal Airport,"Provo, UT",United States
PVY,Pope Vanoy Airport,"Pope Vanoy, AK",United States
PWA,Wiley Post Airport,"Oklahoma City, OK",United States
PWK,Chicago Executive Airport,"Chicago, IL",United States
PWM,Portland International Jetport,"Portland, ME",United States
PWT,Bremerton National Airport,"Bremerton, WA",United States
PXM,Puerto Escondido International Airport,"Puerto Escondido, Mexico",Mexico
PXO,Porto Santo Airport,"Porto Santo, Portugal",Portugal
PYM,Plymouth Municipal Airport,"Plymouth, MA",United States
QMN,Mansfield Municipal,"Mansfield, MA",United States
QQB,Keyes Point Airport,"Keyes Point, AK",United States
QRO,Querétaro Intercontinental Airport,"Queretaro, Mexico",Mexico
RAI,Nelson Mandela International Airport,"Praia, Cape Verde",Cape Verde
RAK,Marrakesh Menara Airport,"Marrakech, Morocco",Morocco
RAP,Rapid City Regional Airport,"Rapid City, SD",United States
RAR,Rarotonga International Airport,"Avarua, Cook Islands",Cook Islands
RBD,Dallas Executive Airport,"Dallas/Fort Worth, TX",United States
RBG,Roseburg Regional Airport,"Roseburg, OR",United States
RBH,Brooks Lodge Airport,"Brooks Lodge, AK",United States
RBY,Ruby Airport,"Ruby, AK",United States
RCA,Ellsworth Air Force Base,"Rapid City, SD",United States
RCE,Roche Harbor Airport,"Roche Harbor, WA",United States
RDB,Red Dog Airport,"Red Dog, AK",United States
RDD,Redding Municipal Airport,"Redding, CA",United States
RDG,Reading Regional Airport (Carl A Spaatz Field),"Reading, PA",United States
RDM,Roberts Field,"Bend/Redmond, OR",United States
RDU,Raleigh-Durham International Airport,"Raleigh/Durham, NC",United States
RDV,Red Devil Airport,"Red Devil, AK",United States
REC,Recife/Guararapes - Gilberto Freyre International Airport,"Recife, Brazil",Brazil
RES,Resistencia International Airport,"Resistencia, Argentina",Argentina
REX,General Lucio Blanco International Airport,"Reynosa, Mexico",Mexico
RFD,Chicago Rockford International Airport,"Rockford, IL",United States
RHI,Rhinelander Oneida County Airport,"Rhinelander, WI",United States
RIC,Richmond International Airport,"Richmond, VA",United States
RIL,Garfield County Regional Airport,"Rifle, CO",United States
RIV,March Air Reserve Base,"Riverside, CA",United States
RIW,Central Wyoming Regional Airport,"Riverton/Lander, WY",United States
RIX,Riga International Airport,"Riga, Latvia",Latvia
RKD,Knox County Regional Airport,"Rockland, ME",United States
RKR,Robert S Kerr Airport,"Poteau, OK",United States
RKS,Southwest Wyoming Regional Airport,"Rock Springs, WY",United States
RLU,Bornite Upper,"Bornite/Ruby Creek, AK",United States
RME,Griffiss International Airport,"Rome, NY",United States
RMG,Richard B Russell Airport,"Rome, GA",United States
RMN,Rumginae Airport,"Stafford, VA",United States
RMP,Rampart Airport,"Rampart, AK",United States
RNO,Reno Tahoe International Airport,"Reno, NV",United States
RNT,Renton Municipal Airport,"Renton, WA",United States
ROA,Roanoke–Blacksburg Regional Airport,"Roanoke, VA",United States
ROC,Frederick Douglass Greater Rochester International Airport,"Rochester, NY",United States
ROG,Rogers Municipal Airport-Carter Field,"Rogers, AR",United States
ROL,Roosevelt Municipal Airport,"Roosevelt, UT",United States
ROP,Rota International Airport,"Rota, TT",United States
ROR,Roman Tmetuchl International Airport,"Koror, Palau",Palau
ROS,Rosario Islas Malvinas International Airport,"Rosario, Argentina",Argentina
ROW,Roswell Air Center Airport,"Roswell, NM",United States
RQI,Nixon Fork Mine Airport,"Nixon Fork Mine, AK",United States
RSD,Rock Sound International Airport,"Rock Sound, The Bahamas",The Bahamas
RSH,Russian Mission Airport,"Russian Mission, AK",United States
RSJ,Rosario Seaplane Base,"Rosario, WA",United States
RSN,Ruston Regional Airport,"Ruston, LA",United States
RSP,Raspberry Straits,"Raspberry Strait, AK",United States
RST,Rochester International Airport,"Rochester, MN",United States
RSW,Southwest Florida International Airport,"Fort Myers, FL",United States
RTB,Juan Manuel Gálvez International Airport,"Roatan Island, Honduras",Honduras
RTM,Rotterdam The Hague Airport,"Rotterdam, Netherlands",Netherlands
RUH,King Khalid International Airport,"Riyadh, Saudi Arabia",Saudi Arabia
RUT,Rutland - Southern Vermont Regional Airport,"Rutland, VT",United States
RWI,Rocky Mount Wilson Regional Airport,"Rocky Mount, NC",United States
RYE,Weld County Municipal,"Greeley, CO",United States
RZE,Rzeszów-Jasionka Airport,"Rzeszow, Poland",Poland
SAD,Safford Regional Airport,"Safford, AZ",United States
SAF,Santa Fe Municipal Airport,"Santa Fe, NM",United States
SAL,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,"San Salvador, El Salvador",El Salvador
SAN,San Diego International Airport,"San Diego, CA",United States
SAP,Ramón Villeda Morales International Airport,"San Pedro Sula, Honduras",Honduras
SAQ,San Andros Airport,"San Andros, The Bahamas",The Bahamas
SAT,San Antonio International Airport,"San Antonio, TX",United States
SAV,Savannah Hilton Head International Airport,"Savannah, GA",United States
SBA,Santa Barbara Municipal Airport,"Santa Barbara, CA",United States
SBD,San Bernardino International Airport,"San Bernardino, CA",United States
SBH,St. Jean Airport,"Saint Barthelemy, Saint Barthelemy",Saint Barthelemy
SBM,Sheboygan County Memorial Airport,"Sheboygan, WI",United States
SBN,South Bend International Airport,"South Bend, IN",United States
SBP,San Luis County Regional Airport,"San Luis Obispo, CA",United States
SBY,Salisbury Ocean City Wicomico Regional Airport,"Salisbury, MD",United States
SCC,Deadhorse Airport,"Deadhorse, AK",United States
SCE,State College Regional Airport,"State College, PA",United States
SCF,Scottsdale Airport,"Phoenix, AZ",United States
SCJ,Smith Cove Airport,"Smith Cove, AK",United States
SCK,Stockton Metropolitan Airport,"Stockton, CA",United States
SCL,Comodoro Arturo Merino Benítez International Airport,"Santiago, Chile",Chile
SCM,Scammon Bay Airport,"Scammon Bay, AK",United States
SCQ,Santiago-Rosalía de Castro Airport,"Santiago de Compostela, Spain",Spain
SCU,Antonio Maceo International Airport,"Santiago, Cuba",Cuba
SDF,Louisville Muhammad Ali International Airport,"Louisville, KY",United States
SDJ,Sendai Airport,"Sendai, Japan",Japan
SDM,Brown Field Municipal Airport,"San Diego, CA",United States
SDP,Sand Point Airport,"Sandpoint, AK",United States
SDQ,Las Américas International Airport,"Santo Domingo, Dominican Republic",Dominican Republic
SDY,Sidney - Richland Regional Airport,"Sidney, MT",United States
SEA,Seattle–Tacoma International Airport,"Seattle, WA",United States
SEM,Craig Field,"Selma, AL",United States
SFB,Orlando Sanford International Airport,"Sanford, FL",United States
SFH,San Felipe International Airport,"San Felipe, Mexico",Mexico
SFO,San Francisco International Airport,"San Francisco, CA",United States
SGF,Springfield Branson National Airport,"Springfield, MO",United States
SGU,St George Regional Airport,"St. George, UT",United States
SGY,Skagway Airport,"Skagway, AK",United States
SHA,Shanghai Hongqiao International Airport,"Shanghai, China",China
SHD,Shenandoah Valley Regional Airport,"Staunton, VA",United States
SHE,Shenyang Taoxian International Airport,"Shenyang, China",China
SHG,Shungnak Airport,"Shungnak, AK",United States
SHH,Shishmaref Airport,"Shishmaref, AK",United States
SHJ,Sharjah International Airport,"Sharjah, United Arab Emirates",United Arab Emirates
SHR,Sheridan County Airport,"Sheridan, WY",United States
SHV,Shreveport Regional Airport,"Shreveport, LA",United States
SHX,Shageluk Airport,"Shageluk, AK",United States
SID,Amílcar Cabral International Airport,"Sal Island, Cape Verde",Cape Verde
SIG,Fernando Luis Ribas Dominicci Airport,"San Juan, PR",United States
SIN,Singapore Changi Airport,"Singapore, Singapore",Singapore
SIT,Sitka Rocky Gutierrez Airport,"Sitka, AK",United States
SJC,Norman Y. Mineta San Jose International Airport,"San Jose, CA",United States
SJD,Los Cabos International Airport,"San Jose del Cabo, Mexico",Mexico
SJO,Juan Santamaría International Airport,"San Jose, Costa Rica",Costa Rica
SJT,San Angelo Regional Mathis Field,"San Angelo, TX",United States
SJU,Luis Munoz Marin International Airport,"San Juan, PR",United States
SJW,Shijiazhuang Zhengding International Airport,"Shijiazhuang, China",China
SKB,Robert L. Bradshaw International Airport,"St. Kitts, Saint Kitts and Nevis",Saint Kitts and Nevis
SKF,Lackland Air Force Base,"San Antonio, TX",United States
SKG,Thessaloniki Macedonia International Airport,"Thessaloniki, Greece",Greece
SKJ,Singkawang Airport,"Sitkinak, AK",United States
SKK,Shaktoolik Airport,"Shaktoolik, AK",United States
SKW,Skwentna Airport,"Skwentna, AK",United States
SLC,Salt Lake City International Airport,"Salt Lake City, UT",United States
SLE,Salem-Willamette Valley Airport/McNary Field,"Salem, OR",United States
SLK,Adirondack Regional Airport,"Saranac Lake/Lake Placid, NY",United States
SLN,Salina Municipal Airport,"Salina, KS",United States
SLP,Ponciano Arriaga International Airport,"San Luis Potosi, Mexico",Mexico
SLQ,Sleetmute Airport,"Sleetmute, AK",United States
SLR,Sulphur Springs Municipal Airport,"Sulphur Springs, TX",United States
SLT,Salida Airport - Harriet Alexander Field,"Salida, CO",United States
SLU,George F. L. Charles Airport,"St. Lucia, Saint Lucia",Saint Lucia
SLW,Plan de Guadalupe International Airport,"Saltillo, Mexico",Mexico
SLZ,Marechal Cunha Machado International Airport,"Sao Luiz, Brazil",Brazil
SMA,Santa Maria Airport,"Santa Maria, Portugal",Portugal
SMF,Sacramento International Airport,"Sacramento, CA",United States
SMK,St Michael Airport,"St. Michael, AK",United States
SMN,Lemhi County Airport,"Salmon, ID",United States
SMO,Santa Monica Municipal Airport,"Santa Monica, CA",United States
SMR,Simón Bolívar International Airport,"Santa Marta, Colombia",Colombia
SMX,Santa Maria Public Airport Captain G Allan Hancock Field,"Santa Maria, CA",United States
SNA,John Wayne Orange County International Airport,"Santa Ana, CA",United States
SNN,Shannon Airport,"Shannon, Ireland",Ireland
SNP,St Paul Island Airport,"St. Paul, AK",United States
SNS,Salinas Municipal Airport,"Salinas/Monterey, CA",United States
SNU,Abel Santamaria International Airport,"Santa Clara, Cuba",Cuba
SOV,Seldovia Airport,"Seldovia, AK",United States
SOW,Show Low Regional Airport,"Show Low, AZ",United States
SPB,Charlotte Amalie Harbor Seaplane Base,"Charlotte Amalie, VI",United States
SPI,Abraham Lincoln Capital Airport,"Springfield, IL",United States
SPN,Saipan International Airport,"Saipan, TT",United States
SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,"Wichita Falls, TX",United States
SQA,Santa Ynez Airport,"Santa Ynez, CA",United States
SQI,Whiteside County Airport - Joseph H Bittorf Field,"Sterling/Rockfalls, IL",United States
SQL,San Carlos Airport,"San Carlos, CA",United States
SQV,Sequim Valley Airport,"Sequim, WA",United States
SRC,Searcy Municipal Airport,"Searcy, AR",United States
SRQ,Sarasota Bradenton International Airport,"Sarasota/Bradenton, FL",United States
SRV,Stony River 2 Airport,"Stony River, AK",United States
SSA,Deputado Luiz Eduardo Magalhães International Airport,"Salvador, Brazil",Brazil
SSB,Christiansted Harbor Seaplane Base,"Christiansted, VI",United States
STC,Saint Cloud Regional Airport,"St. Cloud, MN",United States
STF,Stephens Island Seaplane Base,"Starkville, MS",United States
STG,St George Airport,"St. George Island, AK",United States
STI,Cibao International Airport,"Santiago, Dominican Republic",Dominican Republic
STJ,Rosecrans Memorial Airport,"St. Joseph, MO",United States
STL,St. Louis Lambert International Airport,"St. Louis, MO",United States
STM,Santarém - Maestro Wilson Fonseca International Airport,"Santarem, Brazil",Brazil
STN,London Stansted Airport,"London, United Kingdom",United Kingdom
STP,Saint Paul Downtown Holman Field,"Minneapolis/St. Paul, MN",United States
STR,Stuttgart Airport,"Stuttgart, Germany",Germany
STS,Charles M. Schulz Sonoma County Airport,"Santa Rosa, CA",United States
STT,Cyril E. King Airport,"Charlotte Amalie, VI",United States
STX,Henry E. Rohlsen Airport,"Christiansted, VI",United States
SUA,Witham Field,"Stuart, FL",United States
SUJ,Satu Mare International Airport,"Satu Mare, Romania",Romania
